Date,Credit_Ratio,Credit_Delta_10d,VIX,Gov_Level,Gov_Name
2007-06-26,0.6336950202869668,-0.017936002658169636,18.889999389648438,5,CAUTION
2007-06-27,0.6315591385230316,-0.019755154567472455,15.529999732971191,5,CAUTION
2007-06-28,0.6286258442302134,-0.024816156407439616,15.539999961853027,5,CAUTION
2007-06-29,0.6235934054388372,-0.028196434149160177,16.229999542236328,5,CAUTION
2007-07-02,0.6275232340547061,-0.023126826550656898,15.399999618530273,5,CAUTION
2007-07-03,0.6282183110498547,-0.01851785676206863,14.920000076293945,5,CAUTION
2007-07-05,0.6294476035895482,-0.011006471018616848,15.479999542236328,3,NORMAL OPS
2007-07-06,0.6316256479919058,-0.010647074901937281,14.720000267028809,3,NORMAL OPS
2007-07-09,0.6312659782759437,-0.010172550246987266,15.15999984741211,3,NORMAL OPS
2007-07-10,0.6253103767753284,-0.010595012252568203,17.56999969482422,3,NORMAL OPS
2007-07-11,0.6227895749907787,-0.01720929618675182,16.639999389648438,5,CAUTION
2007-07-12,0.6264300874518847,-0.008121252244313593,15.539999961853027,3,NORMAL OPS
2007-07-13,0.6276260376016424,-0.0015904637675139277,15.149999618530273,3,NORMAL OPS
2007-07-16,0.6253880098434846,0.0028778437824956704,15.59000015258789,3,NORMAL OPS
2007-07-17,0.6274456237915385,-0.0001236771149749627,15.630000114440918,3,NORMAL OPS
2007-07-18,0.6205270016527723,-0.012243051916504877,16.0,3,NORMAL OPS
2007-07-19,0.6212798279152099,-0.012976100993569606,15.229999542236328,3,NORMAL OPS
2007-07-20,0.6166357212031549,-0.023732295919913327,16.950000762939453,5,CAUTION
2007-07-23,0.6155169535385181,-0.024948318584248508,16.809999465942383,5,CAUTION
2007-07-24,0.6103157600386739,-0.023979478501508944,18.549999237060547,5,CAUTION
2007-07-25,0.6037038680874723,-0.030645514423694342,18.100000381469727,5,CAUTION
2007-07-26,0.5904706320063647,-0.05740378083018227,20.739999771118164,5,CAUTION
2007-07-27,0.579487306562922,-0.07669970357296463,24.170000076293945,7,EMERGENCY
2007-07-30,0.5865939642369807,-0.06203196255107746,20.8700008392334,5,CAUTION
2007-07-31,0.5861681731989268,-0.06578649850672258,23.520000457763672,5,CAUTION
2007-08-01,0.5865804574279708,-0.05470599044745017,23.670000076293945,5,CAUTION
2007-08-02,0.5894949230831826,-0.05116036832981663,21.219999313354492,5,CAUTION
2007-08-03,0.5857141646221765,-0.050145581123074545,25.15999984741211,7,EMERGENCY
2007-08-06,0.5867884273610671,-0.046673817857160405,22.940000534057617,5,CAUTION
2007-08-07,0.59104424929664,-0.03157629542585094,21.559999465942383,5,CAUTION
2007-08-08,0.602186753509843,-0.002513011192781578,21.450000762939453,3,NORMAL OPS
2007-08-09,0.5982094363262868,0.013106162949419353,26.479999542236328,4,WATCHLIST
2007-08-10,0.59786828618847,0.03171938266356511,28.299999237060547,4,WATCHLIST
2007-08-13,0.601293998358712,0.02505998189199321,26.56999969482422,4,WATCHLIST
2007-08-14,0.5944496590894577,0.014128173908412478,27.68000030517578,4,WATCHLIST
2007-08-15,0.5966918111418182,0.017237795064267036,30.670000076293945,4,WATCHLIST
2007-08-16,0.5936083632954007,0.006977906087305863,30.829999923706055,4,WATCHLIST
2007-08-17,0.5991893480410471,0.02300641547155169,29.989999771118164,4,WATCHLIST
2007-08-20,0.5921957920173007,0.009215186264923236,26.329999923706055,4,WATCHLIST
2007-08-21,0.5866000916158594,-0.007519162374169719,25.25,4,WATCHLIST
2007-08-22,0.5930537613959234,-0.015166378304882988,22.889999389648438,5,CAUTION
2007-08-23,0.5964330945404646,-0.0029694312358745645,22.6200008392334,3,NORMAL OPS
2007-08-24,0.5977149533760768,-0.0002564658737306269,20.719999313354492,3,NORMAL OPS
2007-08-27,0.5999506934503511,-0.0022340234760824806,22.719999313354492,3,NORMAL OPS
2007-08-28,0.5948024744027608,0.0005935158813001884,26.299999237060547,4,WATCHLIST
2007-08-29,0.5994608724824294,0.004640689362423789,23.809999465942383,3,NORMAL OPS
2007-08-30,0.5977131924879121,0.006915046091540145,25.059999465942383,4,WATCHLIST
2007-08-31,0.6029683164777314,0.006306801763147352,23.3799991607666,3,NORMAL OPS
2007-09-04,0.6082953188606843,0.027186155424274494,22.780000686645508,3,NORMAL OPS
2007-09-05,0.6047748815971742,0.030983271637837984,24.579999923706055,4,WATCHLIST
2007-09-06,0.6057136617186681,0.02134696910604883,23.989999771118164,3,NORMAL OPS
2007-09-07,0.5924584786619096,-0.006663976085393597,26.229999542236328,4,WATCHLIST
2007-09-10,0.593662863568012,-0.00677930137965832,27.3799991607666,4,WATCHLIST
2007-09-11,0.5998107459681143,-0.0002332649728795655,25.270000457763672,4,WATCHLIST
2007-09-12,0.6040146677977032,0.01548781955588252,24.959999084472656,4,WATCHLIST
2007-09-13,0.6054629437005534,0.010012448674537877,24.760000228881836,4,WATCHLIST
2007-09-14,0.6103674835616847,0.021171175796037778,24.920000076293945,4,WATCHLIST
2007-09-17,0.6127924149735131,0.016292893386454566,26.479999542236328,4,WATCHLIST
2007-09-18,0.6178385962210481,0.015688559593451945,20.350000381469727,3,NORMAL OPS
2007-09-19,0.6318992155727997,0.04485029851767619,20.030000686645508,3,NORMAL OPS
2007-09-20,0.6234680502292886,0.029311520661831736,20.450000762939453,3,NORMAL OPS
2007-09-21,0.6218874303542774,0.04967259774699184,19.0,3,NORMAL OPS
2007-09-24,0.6252590230758518,0.053222395145186674,19.3700008392334,3,NORMAL OPS
2007-09-25,0.6266802583107082,0.044796650482187506,18.600000381469727,3,NORMAL OPS
2007-09-26,0.624182241048558,0.033389211100431915,17.6299991607666,3,NORMAL OPS
2007-09-27,0.6202636109998884,0.024445207511584632,17.0,3,NORMAL OPS
2007-09-28,0.6200419354698815,0.015850208552630196,18.0,3,NORMAL OPS
2007-10-01,0.6216680192692793,0.014483867748509516,17.84000015258789,3,NORMAL OPS
2007-10-02,0.6215290581156645,0.005973181211385681,18.489999771118164,3,NORMAL OPS
2007-10-03,0.6186826797884752,-0.020915575551623378,18.799999237060547,5,CAUTION
2007-10-04,0.6202052282053414,-0.005233342787569151,18.440000534057617,3,NORMAL OPS
2007-10-05,0.6260826390073602,0.006745929324689648,16.90999984741211,3,NORMAL OPS
2007-10-08,0.6259354997634501,0.001081914314919441,17.459999084472656,3,NORMAL OPS
2007-10-09,0.6283718783649193,0.002699335158204974,16.1200008392334,3,NORMAL OPS
2007-10-10,0.6272275592950363,0.004878892807591573,16.670000076293945,3,NORMAL OPS
2007-10-11,0.6280545435100353,0.012560679640044814,18.8799991607666,3,NORMAL OPS
2007-10-12,0.6308361010594788,0.01740876700769811,17.729999542236328,3,NORMAL OPS
2007-10-15,0.6332444934507894,0.01862163377025139,19.25,3,NORMAL OPS
2007-10-16,0.6290915974587744,0.012167636000861792,20.020000457763672,3,NORMAL OPS
2007-10-17,0.6175548735906374,-0.0018229154212356935,18.540000915527344,3,NORMAL OPS
2007-10-18,0.6149103822960884,-0.008537248105073947,18.5,3,NORMAL OPS
2007-10-19,0.6069800374237952,-0.03051131015843478,22.959999084472656,5,CAUTION
2007-10-22,0.6025053643615709,-0.03743218815793925,21.639999389648438,5,CAUTION
2007-10-23,0.6076775041555219,-0.03293332327863874,20.40999984741211,5,CAUTION
2007-10-24,0.6046090416577308,-0.03606110302730836,20.799999237060547,5,CAUTION
2007-10-25,0.6059904034007041,-0.03513092984889565,21.170000076293945,5,CAUTION
2007-10-26,0.6089068260836484,-0.034762238462574646,19.559999465942383,5,CAUTION
2007-10-29,0.6102346782347646,-0.036336384214942896,19.8700008392334,5,CAUTION
2007-10-30,0.608410056173562,-0.03287524641682671,21.06999969482422,5,CAUTION
2007-10-31,0.6163736428060685,-0.0019127543722566864,18.530000686645508,3,NORMAL OPS
2007-11-01,0.6074125763669588,-0.012193331166620802,23.209999084472656,3,NORMAL OPS
2007-11-02,0.6042942981785685,-0.004424757124840251,23.010000228881836,3,NORMAL OPS
2007-11-05,0.6047085612414521,0.003656725749181966,24.309999465942383,4,WATCHLIST
2007-11-06,0.6089194568362426,0.002043769387920058,21.389999389648438,3,NORMAL OPS
2007-11-07,0.6059349895751064,0.0021930666364831097,26.489999771118164,4,WATCHLIST
2007-11-08,0.5969255946878472,-0.014958667104275736,26.15999984741211,4,WATCHLIST
2007-11-09,0.5960150048497843,-0.02117207540073318,28.5,7,EMERGENCY
2007-11-12,0.5973150033212913,-0.02117164981650388,31.09000015258789,7,EMERGENCY
2007-11-13,0.5980359051191685,-0.01705124849454176,24.100000381469727,7,EMERGENCY
2007-11-14,0.5990847746195787,-0.028049330772454084,25.940000534057617,7,EMERGENCY
2007-11-15,0.5955701139054038,-0.019496571066056623,28.059999465942383,7,EMERGENCY
2007-11-16,0.5957453889562415,-0.014146930143300485,25.489999771118164,4,WATCHLIST
2007-11-19,0.5914852945192386,-0.02186717299828944,26.010000228881836,7,EMERGENCY
2007-11-20,0.5872446176893482,-0.03559557656362333,24.8799991607666,7,EMERGENCY
2007-11-21,0.571702427294421,-0.056495437414317284,26.84000015258789,7,EMERGENCY
2007-11-23,0.572312873930776,-0.04123247683815945,25.610000610351562,7,EMERGENCY
2007-11-26,0.5708044925118643,-0.04229845244294472,28.90999984741211,7,EMERGENCY
2007-11-27,0.5770321283160067,-0.0339567479345142,26.280000686645508,7,EMERGENCY
2007-11-28,0.5845816134338547,-0.022497464734383743,24.110000610351562,7,EMERGENCY
2007-11-29,0.5841802679273078,-0.024878793993279635,23.969999313354492,5,CAUTION
2007-11-30,0.5857346111666222,-0.016514432993096517,22.8700008392334,5,CAUTION
2007-12-03,0.5893106904138647,-0.01080108828647508,23.610000610351562,3,NORMAL OPS
2007-12-04,0.5865311462802272,-0.008375775839090216,23.790000915527344,3,NORMAL OPS
2007-12-05,0.5818194058941677,-0.009238418934391035,22.530000686645508,3,NORMAL OPS
2007-12-06,0.5901212953924314,0.03221757896879618,20.959999084472656,3,NORMAL OPS
2007-12-07,0.5936557166901452,0.03729226395482188,20.850000381469727,3,NORMAL OPS
2007-12-10,0.5941556155830894,0.04090914380941002,20.739999771118164,3,NORMAL OPS
2007-12-11,0.5855506947801217,0.01476272471859641,23.59000015258789,3,NORMAL OPS
2007-12-12,0.5936887495099961,0.015578895857920827,22.469999313354492,3,NORMAL OPS
2007-12-13,0.5978154814720456,0.02334076361927795,22.559999465942383,3,NORMAL OPS
2007-12-14,0.6004409669912851,0.02510754110188551,23.270000457763672,3,NORMAL OPS
2007-12-17,0.5936732267222515,0.007402778159892209,24.520000457763672,4,WATCHLIST
2007-12-18,0.59308875404728,0.011180323174039497,22.639999389648438,3,NORMAL OPS
2007-12-19,0.591285460439723,0.016269747020567937,21.68000030517578,3,NORMAL OPS
2007-12-20,0.590961710736443,0.0014241400040524432,20.579999923706055,3,NORMAL OPS
2007-12-21,0.5971445926037726,0.0058769347545060135,18.469999313354492,3,NORMAL OPS
2007-12-24,0.5967690818161483,0.004398622455994428,18.600000381469727,3,NORMAL OPS
2007-12-26,0.5969761341580607,0.01951229753425432,18.65999984741211,3,NORMAL OPS
2007-12-27,0.5969067052245715,0.005420274036237682,20.260000228881836,3,NORMAL OPS
2007-12-28,0.5863744549046163,-0.019138056678052573,20.739999771118164,5,CAUTION
2007-12-31,0.5849561360835441,-0.02578909794468731,22.5,5,CAUTION
2008-01-02,0.573782201413008,-0.033505006481536204,23.170000076293945,5,CAUTION
2008-01-03,0.5715131013258961,-0.03637845528877448,22.489999771118164,5,CAUTION
2008-01-04,0.5693875377407218,-0.03703443457364275,23.940000534057617,5,CAUTION
2008-01-07,0.5649746849626098,-0.0439741277678527,23.790000915527344,5,CAUTION
2008-01-08,0.5605020612491153,-0.0613629124478583,25.43000030517578,7,EMERGENCY
2008-01-09,0.5552636894256298,-0.0695501721774947,24.1200008392334,7,EMERGENCY
2008-01-10,0.5609120861474368,-0.06041120565311453,23.450000762939453,5,CAUTION
2008-01-11,0.5585637747551772,-0.06423605252510722,23.68000030517578,5,CAUTION
2008-01-14,0.5563730388098044,-0.051164261750952456,22.899999618530273,5,CAUTION
2008-01-15,0.554170705032815,-0.052628614611767044,23.34000015258789,5,CAUTION
2008-01-16,0.5546048441484305,-0.03342271199307145,24.3799991607666,7,EMERGENCY
2008-01-17,0.546270230928447,-0.04416848946924623,28.459999084472656,7,EMERGENCY
2008-01-18,0.5513480161009435,-0.03168232608559973,27.18000030517578,7,EMERGENCY
2008-01-22,0.541471510605077,-0.04160040260757569,31.010000228881836,7,EMERGENCY
2008-01-23,0.5450572088659581,-0.027555389089448323,29.020000457763672,7,EMERGENCY
2008-01-24,0.5569563580853325,0.0030484050946202323,27.780000686645508,4,WATCHLIST
2008-01-25,0.5526721153406212,-0.014690307109285095,29.079999923706055,4,WATCHLIST
2008-01-28,0.5521712733713692,-0.011444532697470144,27.780000686645508,4,WATCHLIST
2008-01-29,0.5549559800194226,-0.0025469580506869427,27.31999969482422,4,WATCHLIST
2008-01-30,0.5573505320962556,0.0057379919843514315,27.6200008392334,4,WATCHLIST
2008-01-31,0.5556236589288349,0.0018370102445981473,26.200000762939453,4,WATCHLIST
2008-02-01,0.5541302877035125,0.014388587058288937,24.020000457763672,4,WATCHLIST
2008-02-04,0.5573416141205323,0.01087080726611589,25.989999771118164,4,WATCHLIST
2008-02-05,0.5489957309071948,0.013895874768572236,28.239999771118164,4,WATCHLIST
2008-02-06,0.5488439358353687,0.006947393608992547,28.969999313354492,4,WATCHLIST
2008-02-07,0.5527409522414466,-0.007568646596256445,27.65999984741211,4,WATCHLIST
2008-02-08,0.5439868982387603,-0.015714954420141147,28.010000228881836,7,EMERGENCY
2008-02-11,0.5384858501980587,-0.024784743128254294,27.600000381469727,7,EMERGENCY
2008-02-12,0.5416633330901783,-0.023952614996200272,26.329999923706055,7,EMERGENCY
2008-02-13,0.5425483514063402,-0.026558117087002397,24.8799991607666,7,EMERGENCY
2008-02-14,0.548227298307098,-0.013311817275736604,25.540000915527344,4,WATCHLIST
2008-02-15,0.5456885713728695,-0.015234172392251,25.020000457763672,7,EMERGENCY
2008-02-19,0.5468295253396624,-0.018861123078809716,25.59000015258789,7,EMERGENCY
2008-02-20,0.5487606581934541,-0.0004281867790706384,24.399999618530273,4,WATCHLIST
2008-02-21,0.545037691720125,-0.006935020807782966,25.1200008392334,4,WATCHLIST
2008-02-22,0.5475398808867473,-0.009409600163708065,24.059999465942383,4,WATCHLIST
2008-02-25,0.5528615861139722,0.016314157388615413,23.030000686645508,3,NORMAL OPS
2008-02-26,0.5550395625635445,0.030741220701337335,21.899999618530273,3,NORMAL OPS
2008-02-27,0.5536125091595964,0.022060153123616866,22.690000534057617,3,NORMAL OPS
2008-02-28,0.5464094423553626,0.007116584059308373,23.530000686645508,3,NORMAL OPS
2008-02-29,0.5385624645015415,-0.017629245817202266,26.540000915527344,7,EMERGENCY
2008-03-03,0.54008252748699,-0.010273339373363721,26.280000686645508,4,WATCHLIST
2008-03-04,0.5415023340676667,-0.009741959834167258,25.520000457763672,4,WATCHLIST
2008-03-05,0.5453952615770861,-0.006132722100463783,24.600000381469727,4,WATCHLIST
2008-03-06,0.5396344838775716,-0.00991345722440029,27.549999237060547,4,WATCHLIST
2008-03-07,0.5366628615849254,-0.01986525490016633,27.489999771118164,7,EMERGENCY
2008-03-10,0.5316104298880346,-0.03843847494507713,29.3799991607666,7,EMERGENCY
2008-03-11,0.5387980736225404,-0.02926185813852622,26.360000610351562,7,EMERGENCY
2008-03-12,0.5325459365647641,-0.03805292013146899,27.219999313354492,7,EMERGENCY
2008-03-13,0.5316064372938124,-0.027091415180784728,27.290000915527344,7,EMERGENCY
2008-03-14,0.5229950334160302,-0.028905525564095202,31.15999984741211,7,EMERGENCY
2008-03-17,0.5179559105457232,-0.04096895532655398,32.2400016784668,7,EMERGENCY
2008-03-18,0.5291906568708364,-0.02273614797621859,25.790000915527344,7,EMERGENCY
2008-03-19,0.525214134899814,-0.037002753964006985,29.84000015258789,7,EMERGENCY
2008-03-20,0.5265539040846439,-0.024239703324621886,26.6200008392334,7,EMERGENCY
2008-03-24,0.5400818769033835,0.006370881168040521,25.729999542236328,4,WATCHLIST
2008-03-25,0.5395826478842352,0.014996353622857894,25.719999313354492,4,WATCHLIST
2008-03-26,0.5378863295874038,-0.0016921813194442636,26.079999923706055,4,WATCHLIST
2008-03-27,0.5368648997054153,0.00811002928406701,25.8799991607666,4,WATCHLIST
2008-03-28,0.5350305483511372,0.006441063947147718,25.709999084472656,4,WATCHLIST
2008-03-31,0.5364835601071386,0.025790926929087465,25.610000610351562,4,WATCHLIST
2008-04-01,0.5435942842031088,0.04949914294900659,22.68000030517578,3,NORMAL OPS
2008-04-02,0.5456833934281823,0.03116596323689702,23.43000030517578,3,NORMAL OPS
2008-04-03,0.5447222155218462,0.03714309902522617,23.209999084472656,3,NORMAL OPS
2008-04-04,0.5426666672640593,0.030600405873783654,22.450000762939453,3,NORMAL OPS
2008-04-07,0.5506195492293142,0.019511249639313277,22.420000076293945,3,NORMAL OPS
2008-04-08,0.5524227986773191,0.0237964486875768,22.360000610351562,3,NORMAL OPS
2008-04-09,0.5443691166215462,0.012052336483649118,22.809999465942383,3,NORMAL OPS
2008-04-10,0.5485055717088841,0.02168268406047069,21.979999542236328,3,NORMAL OPS
2008-04-11,0.5417755414160027,0.012606743831080847,23.459999084472656,3,NORMAL OPS
2008-04-14,0.5450626863426203,0.015991405652334256,23.81999969482422,3,NORMAL OPS
2008-04-15,0.5474808564977657,0.007149766669004576,22.780000686645508,3,NORMAL OPS
2008-04-16,0.5535944377692655,0.014497498799410424,20.530000686645508,3,NORMAL OPS
2008-04-17,0.5554637995234514,0.019719379337805654,20.3700008392334,3,NORMAL OPS
2008-04-18,0.5597915280203343,0.031556868680755024,20.1299991607666,3,NORMAL OPS
2008-04-21,0.5588155039430105,0.01488496862337696,20.5,3,NORMAL OPS
2008-04-22,0.559120616629557,0.012124441584008938,20.8700008392334,3,NORMAL OPS
2008-04-23,0.5619672388708357,0.032327554433114525,20.260000228881836,3,NORMAL OPS
2008-04-24,0.5665760102437862,0.03294485866133168,20.059999465942383,3,NORMAL OPS
2008-04-25,0.5700521475504233,0.052192474508014675,19.59000015258789,3,NORMAL OPS
2008-04-28,0.5723615695735434,0.05008393330700933,19.639999389648438,3,NORMAL OPS
2008-04-29,0.5696659675847573,0.04052216771360695,20.239999771118164,3,NORMAL OPS
2008-04-30,0.5684496011049539,0.02683401841165156,20.790000915527344,3,NORMAL OPS
2008-05-01,0.5805948505755233,0.04524336432659082,18.8799991607666,3,NORMAL OPS
2008-05-02,0.5794146734378213,0.03505438084581769,18.18000030517578,3,NORMAL OPS
2008-05-05,0.5776343970371847,0.03367639759703844,18.899999618530273,3,NORMAL OPS
2008-05-06,0.5753423103613063,0.029012869941257957,18.209999084472656,3,NORMAL OPS
2008-05-07,0.5734693381523603,0.020467561960793246,19.729999542236328,3,NORMAL OPS
2008-05-08,0.5685851988539795,0.003546194286144777,19.399999618530273,3,NORMAL OPS
2008-05-09,0.5691531853351642,-0.0015769824201558036,19.40999984741211,3,NORMAL OPS
2008-05-12,0.5693659169891955,-0.005233846476764614,17.790000915527344,3,NORMAL OPS
2008-05-13,0.5739715917446143,0.007558155840187819,17.979999542236328,3,NORMAL OPS
2008-05-14,0.5733534159946883,0.008626648484232113,17.65999984741211,3,NORMAL OPS
2008-05-15,0.5716850047198232,-0.0153460642078862,16.299999237060547,5,CAUTION
2008-05-16,0.5734640529909938,-0.010270054797751116,16.469999313354492,3,NORMAL OPS
2008-05-19,0.5744226035120645,-0.0055602532356004986,17.010000228881836,3,NORMAL OPS
2008-05-20,0.5715852161716571,-0.00653018928381921,17.579999923706055,3,NORMAL OPS
2008-05-21,0.571899403080135,-0.0027376094374695903,18.59000015258789,3,NORMAL OPS
2008-05-22,0.5747917820067039,0.010915836650750244,18.049999237060547,3,NORMAL OPS
2008-05-23,0.5688476640301954,-0.0005367997805176827,19.549999237060547,3,NORMAL OPS
2008-05-27,0.5684294277821431,-0.0016447932324514802,19.639999389648438,3,NORMAL OPS
2008-05-28,0.5755301597561299,0.00271540967171946,19.06999969482422,3,NORMAL OPS
2008-05-29,0.5776533673849586,0.007499652518526689,18.139999389648438,3,NORMAL OPS
2008-05-30,0.575793464939558,0.007186580347246174,17.829999923706055,3,NORMAL OPS
2008-06-02,0.5676643480573353,-0.010113458556659571,19.829999923706055,3,NORMAL OPS
2008-06-03,0.5651049384485398,-0.016220923422156086,20.239999771118164,5,CAUTION
2008-06-04,0.5665821395349574,-0.008752984673412567,20.799999237060547,3,NORMAL OPS
2008-06-05,0.5720433168687065,0.0002516417883922095,18.6299991607666,3,NORMAL OPS
2008-06-06,0.5655252215279186,-0.016121595278265843,23.559999465942383,5,CAUTION
2008-06-09,0.5714267264186227,0.004533836651723355,23.1200008392334,3,NORMAL OPS
2008-06-10,0.5750863847068237,0.011711140555572985,23.18000030517578,3,NORMAL OPS
2008-06-11,0.5743732698432518,-0.0020101290840576214,24.1200008392334,4,WATCHLIST
2008-06-12,0.5784863362389241,0.0014419873595410415,23.329999923706055,3,NORMAL OPS
2008-06-13,0.5824019579074662,0.011477193421432608,21.219999313354492,3,NORMAL OPS
2008-06-16,0.5742710565621144,0.01163840661720017,20.950000762939453,3,NORMAL OPS
2008-06-17,0.5733513022501655,0.014592623848352027,21.1299991607666,3,NORMAL OPS
2008-06-18,0.5714870428759231,0.008657003104601158,22.239999771118164,3,NORMAL OPS
2008-06-19,0.5711690323390939,-0.0015283537169847872,21.579999923706055,3,NORMAL OPS
2008-06-20,0.5662786716397666,0.0013323015193069665,22.8700008392334,3,NORMAL OPS
2008-06-23,0.5644655400141202,-0.01218211554109705,22.639999389648438,3,NORMAL OPS
2008-06-24,0.559122575517063,-0.027758976067393748,22.420000076293945,5,CAUTION
2008-06-25,0.5610740863754031,-0.02315425206238797,21.139999389648438,5,CAUTION
2008-06-26,0.5535333366380806,-0.043134985284315364,23.93000030517578,5,CAUTION
2008-06-27,0.5493082823860314,-0.05682274084437888,23.440000534057617,5,CAUTION
2008-06-30,0.5483497936276672,-0.04513767956481274,23.950000762939453,5,CAUTION
2008-07-01,0.5492602110605826,-0.04201802820545686,23.649999618530273,5,CAUTION
2008-07-02,0.5475325391036977,-0.04191609253584816,25.920000076293945,7,EMERGENCY
2008-07-03,0.5471106224938492,-0.04212134846792881,24.780000686645508,7,EMERGENCY
2008-07-07,0.5450326247518962,-0.03751871287390807,25.780000686645508,7,EMERGENCY
2008-07-08,0.5422175881270409,-0.03941418972453614,23.149999618530273,5,CAUTION
2008-07-09,0.5377942764159759,-0.038146016696541385,25.229999542236328,7,EMERGENCY
2008-07-10,0.5383089550569143,-0.04057419843706189,25.59000015258789,7,EMERGENCY
2008-07-11,0.5426852586429785,-0.019597876545229598,27.489999771118164,7,EMERGENCY
2008-07-14,0.5385195803961028,-0.01964052306487285,28.479999542236328,7,EMERGENCY
2008-07-15,0.5282761412419944,-0.03660738568509969,28.540000915527344,7,EMERGENCY
2008-07-16,0.5348988149904981,-0.02614679851350188,25.100000381469727,7,EMERGENCY
2008-07-17,0.5390563830160721,-0.01548064358239054,25.010000228881836,7,EMERGENCY
